index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full)
126,Data Scientist,113.5,83,144,na,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Data Scientist
127,Data Scientist,140.0,120,160,na,na,NY,<intent>,2009,Internet,Information Technology,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,51 - 200,$100 to $500 million (USD),Data Scientist
128,Data Scientist,132.5,102,163,na,MSc,CA,Formation,2015,Enterprise Software & Network Solutions,Information Technology,3.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Scientist
129,Data Engineer,108.0,76,140,na,MSc,CA,Autodesk,1982,Computer Hardware & Software,Information Technology,4.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,San Francisco,,5001 - 10000,$2 to $5 billion (USD),Data Engineer
130,Data Scientist,80.5,60,101,na,na,IN,Beck's Hybrids,1937,Farm Support Services,Agriculture & Forestry,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlanta,,501 - 1000,$50 to $100 million (USD),Ag Data Scientist
131,Data Scientist,107.5,82,133,na,MSc,MD,DrFirst,2000,Health Care Services & Hospitals,Health Care,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,Unknown / Non-Applicable,Data Scientist
132,Data Engineer,95.0,65,125,na,na,MN,Object Partners,1996,Consulting,Business Services,4.7,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Minneapolis,,51 - 200,$25 to $50 million (USD),Data Engineer
136,Data Scientist,119.5,91,148,na,MSc,CA,L.A. Care Health Plan,1997,Health Care Services & Hospitals,Health Care,3.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Los Angeles,,1001 - 5000,Unknown / Non-Applicable,Data Scientist II
137,Data Engineer,134.0,95,173,Senior,na,NC,Red Ventures,2000,Advertising & Marketing,Business Services,3.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Charlotte,,1001 - 5000,$1 to $2 billion (USD),Senior Data Engineer
138,Data Scientist,100.5,77,124,na,na,MA,Quick Base,1999,Enterprise Software & Network Solutions,Information Technology,4.4,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,Cambridge,,201 - 500,Unknown / Non-Applicable,Data Scientist
139,Data Scientist,107.5,80,135,na,MSc,OH,The E.W. Scripps Company,1878,TV Broadcast & Cable Networks,Media,3.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Cincinnati,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist
140,Data Engineer,122.0,85,159,na,na,DC,Upside Business Travel,2015,Internet,Information Technology,4.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Washington,,51 - 200,Unknown / Non-Applicable,Data Engineer
141,Data Engineer,92.5,80,105,na,na,IL,Equity Residential,1993,Real Estate,Real Estate,4.3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Data Engineer
142,Data Analyst,62.0,43,81,na,na,MD,Synagro,1986,Research & Development,Business Services,2.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Baltimore,,501 - 1000,$100 to $500 million (USD),Data Analyst
143,Other Scientist,39.5,29,50,na,na,AL,Alliance Source Testing,2000,Architectural & Engineering Services,Business Services,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabaster,,51 - 200,$25 to $50 million (USD),Project Scientist
145,Data Scientist,107.5,82,133,na,MSc,CA,Accuride International,1966,Industrial Manufacturing,Manufacturing,3.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"Santa Fe Springs, Los Angeles",,1001 - 5000,$100 to $500 million (USD),Data Scientist
146,Data Scientist Project Manager,40.5,26,55,na,na,MO,Full Potential Solutions,2017,Staffing & Outsourcing,Business Services,3.8,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Kansas City,,501 - 1000,Unknown / Non-Applicable,Data Analytics Manager
147,Data Scientist,89.5,61,118,Senior,MSc,VA,Visa Inc.,1958,IT Services,Information Technology,3.7,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Ashburn,,10000+,$10+ billion (USD),Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics
148,Data Scientist,81.0,60,102,na,na,IL,Maven Wave Partners,2008,Consulting,Business Services,4.4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Data Scientist
150,Data Scientist,147.0,112,182,Senior,na,VA,Novetta,2012,Enterprise Software & Network Solutions,Information Technology,4.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Herndon,,501 - 1000,$100 to $500 million (USD),Senior Data Scientist
152,Data Scientist,85.0,64,106,na,na,TX,"First Command Financial Services, Inc.",1958,Brokerage Services,Finance,3.2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Fort Worth,,1001 - 5000,$100 to $500 million (USD),Data Scientist
153,Other Scientist,81.5,51,112,na,MSc,CA,Pharmavite,1971,Consumer Products Manufacturing,Manufacturing,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Valencia,,1001 - 5000,$1 to $2 billion (USD),Associate Scientist
154,Other Scientist,168.0,113,223,na,Phd,CA,BioMarin Pharmaceutical,1997,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Novato,,1001 - 5000,$500 million to $1 billion (USD),"Scientist 2, QC Viral Vector"
156,Machine Learning Engineer,100.5,72,129,na,na,CO,Stratagem Group,2007,Aerospace & Defense,Aerospace & Defense,4.3,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Aurora,,1 - 50,Unknown / Non-Applicable,Machine Learning Engineer
157,Data Scientist,97.0,71,123,na,MSc,NY,PA Consulting,1943,Consulting,Business Services,3.4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,New York,,1001 - 5000,$100 to $500 million (USD),Data Scientist/ML Engineer
158,Data Scientist,85.0,64,106,na,na,VA,ManTech,1968,Research & Development,Business Services,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chantilly,,5001 - 10000,$1 to $2 billion (USD),Data Scientist
159,Data Scientist,153.5,118,189,na,MSc,CA,h2o.ai,2011,Enterprise Software & Network Solutions,Information Technology,4.3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Mountain View,,201 - 500,Unknown / Non-Applicable,Customer Data Scientist
161,Data Engineer,132.5,120,145,na,na,FL,Gridiron IT,2017,IT Services,Information Technology,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tampa,,51 - 200,Unknown / Non-Applicable,Data Engineer
162,Data Engineer,100.0,80,120,na,na,IL,Productive Edge,2008,Computer Hardware & Software,Information Technology,4.3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,51 - 200,$10 to $25 million (USD),Data Engineer
164,Data Scientist,105.0,80,130,Senior,MSc,CO,Evolve Vacation Rental,2011,Travel Agencies,Travel & Tourism,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Denver,,201 - 500,Unknown / Non-Applicable,Sr. Data Scientist
166,Data Engineer,87.0,59,115,na,MSc,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Riverton,,10000+,Unknown / Non-Applicable,Data Engineer 4 - Contract
167,Data Analyst,103.5,71,136,na,na,CA,Maximus Real Estate Partners,2013,Real Estate,Real Estate,4.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Analyst - Asset Management
168,Other Scientist,124.0,81,167,Senior,MSc,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist - Embedded System Development for DevOps
169,Data Scientist,67.0,49,85,na,Phd,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist - Bioinformatics
170,Data Engineer,87.0,60,114,na,MSc,DC,AVANADE,2000,IT Services,Information Technology,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,,10000+,$2 to $5 billion (USD),Data Engineer
171,Data Scientist,137.5,71,204,na,Phd,IL,h2o.ai,2011,Enterprise Software & Network Solutions,Information Technology,4.3,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,Chicago,,201 - 500,Unknown / Non-Applicable,Customer Data Scientist/Sales Engineer
172,Data Scientist,100.0,75,125,Senior,MSc,OH,PatientPoint,1987,Advertising & Marketing,Business Services,3.8,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Cincinnati,,201 - 500,$100 to $500 million (USD),Lead Data Scientist
174,Data Engineer,106.5,77,136,na,na,TN,BlueCross BlueShield of Tennessee,1945,Insurance Carriers,Insurance,3.8,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Chattanooga,,5001 - 10000,$5 to $10 billion (USD),MongoDB Data Engineer II
175,Data Scientist,98.5,74,123,Senior,Phd,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist Statistics
177,Data Analyst,61.0,44,78,Senior,MSc,FL,KnowBe4,2010,Security Services,Business Services,4.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Clearwater,,501 - 1000,$100 to $500 million (USD),Senior Data Analyst
178,Data Scientist,106.5,65,148,Senior,na,IN,KSM Consulting,2008,Consulting,Business Services,4.4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Indianapolis,,51 - 200,Unknown / Non-Applicable,Senior Spark Engineer (Data Science)
179,Data Engineer,84.5,59,110,na,na,MA,Cogo Labs,2005,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,51 - 200,Unknown / Non-Applicable,Data Engineer
180,Data Scientist Project Manager,109.5,85,134,na,MSc,NJ,Church & Dwight,1846,Consumer Products Manufacturing,Manufacturing,3.4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Ewing,,1001 - 5000,$2 to $5 billion (USD),BI & Platform Analytics Manager
181,Data Scientist,164.0,124,204,Senior,Phd,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),Lead Data Scientist
182,Data Scientist,169.0,131,207,Senior,Phd,CA,Genentech,1976,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,South San Francisco,,10000+,$10+ billion (USD),"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)"
183,Data Scientist,142.0,110,174,Senior,Phd,CA,Juniper Networks,1996,Telecommunications Services,Telecommunications,3.8,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Cupertino,,5001 - 10000,$2 to $5 billion (USD),Senior Data Scientist
185,Other Scientist,76.5,52,101,na,Phd,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),Pricipal Scientist Molecular and cellular biologist
187,Data Scientist,107.0,81,133,na,MSc,MD,Legal & General America,1981,Insurance Carriers,Insurance,3.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Frederick,,501 - 1000,$500 million to $1 billion (USD),"Data Scientist (Actuary, FSA or ASA)"
188,Data Scientist,171.5,132,211,na,MSc,CA,Western Digital,1970,Computer Hardware & Software,Information Technology,3.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,San Jose,,10000+,$10+ billion (USD),Staff Data Scientist
190,Data Scientist,96.0,73,119,Senior,Phd,TX,Health IQ,2013,Insurance Agencies & Brokerages,Insurance,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dallas,,201 - 500,Unknown / Non-Applicable,Senior Data Scientist / Machine Learning
191,Data Scientist,142.5,110,175,na,na,CA,Nuna,2010,Enterprise Software & Network Solutions,Information Technology,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Scientist - Health Data Analytics
192,Data Engineer,107.0,74,140,na,MSc,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Riverton,,10000+,Unknown / Non-Applicable,Data Engineer 5 - Contract (Remote)
193,Other Scientist,145.0,100,190,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist - Neuroscience
194,Data Analyst,61.5,43,80,Senior,MSc,VA,National Student Clearinghouse,1993,Colleges & Universities,Education,2.9,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Herndon,,201 - 500,$25 to $50 million (USD),Senior Data Analyst
197,Other Scientist,42.0,35,49,na,na,PA,Tower Health,2017,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Reading,,5001 - 10000,Unknown / Non-Applicable,Medical Lab Scientist
198,Data Scientist,120.0,91,149,na,na,WI,State of Wisconsin Investment Board,1951,Investment Banking & Asset Management,Finance,2.7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Madison,,51 - 200,$50 to $100 million (USD),"Risk and Analytics IT, Data Scientist"
199,Other Scientist,62.0,42,82,na,Phd,MA,Rubius Therapeutics,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,$100 to $500 million (USD),"Scientist, Analytical Development"
200,Data Scientist,150.5,116,185,Senior,Phd,CA,Autodesk,1982,Computer Hardware & Software,Information Technology,4.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,San Francisco,,5001 - 10000,$2 to $5 billion (USD),Senior Data Scientist
201,Data Scientist Project Manager,87.5,59,116,na,na,MI,OneMagnify,1967,Advertising & Marketing,Business Services,4.3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Dearborn,,201 - 500,Unknown / Non-Applicable,Analytics Manager
202,Data Engineer,71.5,48,95,na,na,FL,IZEA,2006,Advertising & Marketing,Business Services,4.2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Winter Park,,51 - 200,$25 to $50 million (USD),Data Engineer
203,Data Analyst,51.5,31,72,na,na,CA,Vionic Group,2006,"Department, Clothing, & Shoe Stores",Retail,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,San Rafael,,51 - 200,$100 to $500 million (USD),Digital Marketing & ECommerce Data Analyst
204,Other Scientist,151.5,105,198,Senior,MSc,CA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,10000+,$10+ billion (USD),Sr. Scientist - Digital & Image Analysis/Computational Pathology
205,Data Analyst,77.5,55,100,Senior,na,NJ,Dodge Data & Analytics,2014,IT Services,Information Technology,2.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Hamilton,,201 - 500,Unknown / Non-Applicable,Senior Data Analyst
206,Other Scientist,140.0,98,182,Senior,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),Principal Scientist - Immunologist
207,Data Scientist,98.5,73,124,Senior,MSc,NJ,Plymouth Rock Assurance,1982,Insurance Carriers,Insurance,3.3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Woodbridge,,1001 - 5000,$10 to $25 million (USD),Senior Data Scientist
208,Data Scientist,225.0,200,250,Senior,na,CA,CA-One Tech Clou,2017,IT Services,Information Technology,-1.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$5 to $10 million (USD),Principal Data Scientist with over 10 years experience
209,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lewes,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST - LABORATORY
210,Other Scientist,161.5,117,206,Senior,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Sr. Scientist, Quantitative Translational Sciences"
211,Data Scientist,147.0,111,183,Senior,na,NY,Argo Group US,1948,Insurance Carriers,Insurance,3.4,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,New York,,1001 - 5000,$1 to $2 billion (USD),Sr. Data Scientist II
212,Data Analyst,61.0,44,78,na,MSc,MO,Associated Electric Cooperative,1961,Energy,"Oil, Gas, Energy & Utilities",4.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Springfield,,501 - 1000,$1 to $2 billion (USD),Excel / VBA / SQL Data Analyst
213,Machine Learning Engineer,120.0,81,159,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Machine Learning Research Scientist
215,Data Scientist,124.5,83,166,na,na,AZ,PennyMac,2008,Lending,Finance,3.2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Phoenix,,1001 - 5000,$500 million to $1 billion (USD),"VP, Data Science"
216,Data Scientist,148.0,114,182,Senior,MSc,CA,Zest AI,2009,Financial Analytics & Research,Finance,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burbank,,51 - 200,$50 to $100 million (USD),Senior Data Scientist
217,Data Analyst,59.0,42,76,na,na,AL,DECISIVE ANALYTICS Corporation,1996,Aerospace & Defense,Aerospace & Defense,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Huntsville,,51 - 200,$25 to $50 million (USD),Radar Data Analyst
221,Data Scientist,146.5,114,179,Senior,MSc,MA,The Hanover Insurance Group,1852,Insurance Carriers,Insurance,3.7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Worcester,,5001 - 10000,$5 to $10 billion (USD),PL Actuarial-Lead Data Scientist
223,Other Scientist,91.5,60,123,na,Phd,MA,Karyopharm Therapeutics Inc.,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Newton,,201 - 500,Unknown / Non-Applicable,PV Scientist
224,Machine Learning Engineer,133.0,100,166,Senior,Phd,IL,Tempus Labs,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Chicago,,501 - 1000,Unknown / Non-Applicable,Senior Data & Machine Learning Scientist
225,Data Scientist,140.5,108,173,Senior,na,UT,Recursion Pharmaceuticals,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Salt Lake City,,51 - 200,$1 to $5 million (USD),Principal Data Scientist (Computational Chemistry)
226,Data Engineer,70.5,48,93,na,na,LA,P2 Energy Solutions,na,Computer Hardware & Software,Information Technology,3.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Lafayette,,501 - 1000,Unknown / Non-Applicable,Data Engineer
228,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Chemistry & Immunology"
229,Other Scientist,93.5,60,127,na,MSc,MD,ClearEdge,2002,Computer Hardware & Software,Information Technology,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Annapolis Junction,,51 - 200,$5 to $10 million (USD),Software Engineer - Data Visualization
230,Other Scientist,134.5,90,179,Senior,Phd,MA,Rubius Therapeutics,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,$100 to $500 million (USD),"Scientist/Senior Scientist, Autoimmune"
233,Machine Learning Engineer,181.0,138,224,na,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Staff Machine Learning Engineer
234,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Hematology"
235,Data Engineer,205.0,190,220,Senior,na,CA,Credit Sesame,2010,Internet,Information Technology,4.1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Mountain View,,51 - 200,$50 to $100 million (USD),Lead Data Engineer
239,Data Analyst,48.5,35,62,na,MSc,CA,San Manuel Casino,1986,Gambling,"Arts, Entertainment & Recreation",3.6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Highland,,1001 - 5000,$100 to $500 million (USD),Marketing Data Analyst
240,Other Scientist,44.5,37,52,na,na,TX,Texas Health Huguley Hospital,1977,Health Care Services & Hospitals,Health Care,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burleson,,1001 - 5000,$50 to $100 million (USD),Medical Laboratory Scientist
242,Other Scientist,52.5,39,66,na,na,IL,Teasdale Latin Foods,na,Food & Beverage Manufacturing,Manufacturing,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoopeston,,501 - 1000,$100 to $500 million (USD),R&D Specialist/ Food Scientist
243,Machine Learning Engineer,124.0,81,167,Senior,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist-Machine Learning
245,Data Scientist Project Manager,64.0,42,86,na,na,CA,Central California Alliance for Health,1996,Health Care Services & Hospitals,Health Care,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Scotts Valley,,501 - 1000,$500 million to $1 billion (USD),Analytics Manager - Data Mart
246,Data Engineer,98.0,69,127,Senior,MSc,TN,Pilot Flying J Travel Centers LLC,1958,Gas Stations,Retail,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knoxville,,10000+,$10+ billion (USD),Sr. Data Engineer - Contract-to-Hire (Java)
247,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millville,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB
248,Other Scientist,54.0,40,68,na,na,WI,Palermo's Pizza,1964,Food & Beverage Manufacturing,Manufacturing,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee,,501 - 1000,Unknown / Non-Applicable,Food Scientist - Developer
250,Other Scientist,81.0,49,113,na,Phd,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist-Downstream Process Development
251,Data Engineer,107.5,75,140,Senior,na,IL,Echo Global Logistics,2005,Transportation Management,Transportation & Logistics,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Sr. Data Engineer
253,Data Scientist,112.5,86,139,na,MSc,IL,Truckstop.com,1995,Logistics & Supply Chain,Transportation & Logistics,3.8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Chicago,,501 - 1000,Unknown / Non-Applicable,Data Scientist - Quantitative
254,Data Scientist,89.0,66,112,na,na,VA,Lockheed Martin,1995,Aerospace & Defense,Aerospace & Defense,3.7,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Herndon,,10000+,$10+ billion (USD),Data Scientist
255,Data Scientist,100.5,76,125,Senior,MSc,WI,Acuity Insurance,1925,Insurance Carriers,Insurance,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sheboygan,,1001 - 5000,$1 to $2 billion (USD),Senior Research Statistician- Data Scientist
256,Data Analyst,65.0,44,86,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),"Business Data Analyst, SQL"
257,Other Scientist,41.5,31,52,na,MSc,LA,"Veterans Affairs, Veterans Health Administration",1930,Federal Agencies,Government,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Orleans,,10000+,Unknown / Non-Applicable,Medical Technologist / Clinical Laboratory Scientist
258,Data Scientist,72.5,53,92,na,MSc,TX,Credera,1999,Consulting,Business Services,4.3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Dallas,,201 - 500,Unknown / Non-Applicable,Data Scientist
259,Data Analyst,61.0,44,78,Senior,MSc,FL,KnowBe4,2010,Security Services,Business Services,4.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Clearwater,,501 - 1000,$100 to $500 million (USD),Senior Data Analyst
260,Data Scientist Project Manager,109.5,85,134,na,MSc,NJ,Church & Dwight,1846,Consumer Products Manufacturing,Manufacturing,3.4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Ewing,,1001 - 5000,$2 to $5 billion (USD),BI & Platform Analytics Manager
262,Data Engineer,84.5,59,110,na,na,MA,Cogo Labs,2005,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,51 - 200,Unknown / Non-Applicable,Data Engineer
263,Data Scientist,87.5,64,111,na,na,IL,Spectrum Communications and Consulting,1992,Advertising & Marketing,Business Services,3.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,51 - 200,$10 to $25 million (USD),Data Scientist
